"","workerid","rt","trial_type","bias_%","trial","result","ntrials","response","matched"
"1062","15",174,"multi_trial",60,"62",0,100,"L",0
"1063","15",213,"multi_trial",60,"63",1,100,"L",0
"1064","15",86,"multi_trial",60,"64",1,100,"L",0
"1065","15",357,"multi_trial",60,"65",0,100,"L",0
"1066","15",239,"multi_trial",60,"66",0,100,"R",1
"1067","15",326,"multi_trial",60,"67",1,100,"R",1
"1068","15",310,"multi_trial",60,"68",1,100,"R",1
"1069","15",302,"multi_trial",60,"69",1,100,"R",1
"1070","15",282,"multi_trial",60,"70",0,100,"R",1
"1071","15",338,"multi_trial",60,"71",0,100,"L",0
"1072","15",227,"multi_trial",60,"72",1,100,"R",1
"1073","15",281,"multi_trial",60,"73",1,100,"L",0
"1074","15",310,"multi_trial",60,"74",0,100,"L",0
"1075","15",213,"multi_trial",60,"75",1,100,"R",1
"1076","15",230,"multi_trial",60,"76",1,100,"R",1
"1077","15",254,"multi_trial",60,"77",0,100,"R",1
"1078","15",302,"multi_trial",60,"78",0,100,"L",0
"1079","15",93,"multi_trial",60,"79",0,100,"R",1
"1080","15",341,"multi_trial",60,"80",0,100,"L",0
"1081","15",150,"multi_trial",60,"81",1,100,"R",1
"1082","15",183,"multi_trial",60,"82",1,100,"R",1
"1083","15",102,"multi_trial",60,"83",1,100,"R",1
"1084","15",191,"multi_trial",60,"84",0,100,"R",1
"1085","15",87,"multi_trial",60,"85",1,100,"L",0
"1086","15",47,"multi_trial",60,"86",0,100,"L",0
"1087","15",30,"multi_trial",60,"87",0,100,"R",1
"1088","15",22,"multi_trial",60,"88",1,100,"L",0
"1089","15",38,"multi_trial",60,"89",0,100,"L",0
"1090","15",670,"multi_trial",60,"90",0,100,"R",1
"1091","15",109,"multi_trial",60,"91",1,100,"L",0
"1092","15",87,"multi_trial",60,"92",0,100,"L",0
"1093","15",102,"multi_trial",60,"93",0,100,"R",1
"1094","15",85,"multi_trial",60,"94",1,100,"L",0
"1095","15",22,"multi_trial",60,"95",0,100,"L",0
"1096","15",1710,"multi_trial",60,"96",0,100,"L",0
"1097","15",239,"multi_trial",60,"97",1,100,"L",0
"1098","15",239,"multi_trial",60,"98",0,100,"L",0
"1099","15",94,"multi_trial",60,"99",1,100,"R",1
"1100","15",30,"multi_trial",60,"100",0,100,"R",1
"1101","16",1612,"multi_trial",60,"1",0,100,"R",1
"1102","16",1065,"multi_trial",60,"2",0,100,"L",0
"1103","16",234,"multi_trial",60,"3",0,100,"L",0
"1104","16",74,"multi_trial",60,"4",0,100,"R",1
"1105","16",114,"multi_trial",60,"5",1,100,"L",0
"1106","16",427,"multi_trial",60,"6",1,100,"L",0
"1107","16",337,"multi_trial",60,"7",1,100,"L",0
"1108","16",404,"multi_trial",60,"8",1,100,"L",0
"1109","16",275,"multi_trial",60,"9",1,100,"L",0
"1110","16",342,"multi_trial",60,"10",1,100,"L",0
"1111","16",255,"multi_trial",60,"11",1,100,"L",0
"1112","16",308,"multi_trial",60,"12",0,100,"L",0
"1113","16",284,"multi_trial",60,"13",0,100,"L",0
"1114","16",379,"multi_trial",60,"14",1,100,"R",1
"1115","16",211,"multi_trial",60,"15",1,100,"R",1
"1116","16",187,"multi_trial",60,"16",1,100,"R",1
"1117","16",36,"multi_trial",60,"17",1,100,"R",1
"1118","16",320,"multi_trial",60,"18",1,100,"R",1
"1119","16",387,"multi_trial",60,"19",1,100,"R",1
"1120","16",139,"multi_trial",60,"20",0,100,"R",1
"1121","16",66,"multi_trial",60,"21",0,100,"L",0
"1122","16",381,"multi_trial",60,"22",0,100,"L",0
"1123","16",274,"multi_trial",60,"23",1,100,"R",1
"1124","16",363,"multi_trial",60,"24",1,100,"R",1
"1125","16",395,"multi_trial",60,"25",1,100,"R",1
"1126","16",460,"multi_trial",60,"26",0,100,"R",1
"1127","16",177,"multi_trial",60,"27",0,100,"L",0
"1128","16",235,"multi_trial",60,"28",1,100,"R",1
"1129","16",284,"multi_trial",60,"29",0,100,"R",1
"1130","16",443,"multi_trial",60,"30",0,100,"R",1
"1131","16",209,"multi_trial",60,"31",0,100,"L",0
"1132","16",149,"multi_trial",60,"32",1,100,"R",1
"1133","16",583,"multi_trial",60,"33",1,100,"R",1
"1134","16",123,"multi_trial",60,"34",1,100,"R",1
"1135","16",132,"multi_trial",60,"35",0,100,"R",1
"1136","16",127,"multi_trial",60,"36",0,100,"R",1
"1137","16",1,"multi_trial",60,"37",1,100,"R",1
"1138","16",63,"multi_trial",60,"38",1,100,"R",1
"1139","16",236,"multi_trial",60,"39",0,100,"R",1
"1140","16",179,"multi_trial",60,"40",0,100,"L",0
"1141","16",116,"multi_trial",60,"41",0,100,"L",0
"1142","16",180,"multi_trial",60,"42",1,100,"L",0
"1143","16",230,"multi_trial",60,"43",1,100,"L",0
"1144","16",208,"multi_trial",60,"44",0,100,"L",0
"1145","16",45,"multi_trial",60,"45",1,100,"R",1
"1146","16",444,"multi_trial",60,"46",1,100,"R",1
"1147","16",339,"multi_trial",60,"47",1,100,"R",1
"1148","16",389,"multi_trial",60,"48",0,100,"R",1
"1149","16",415,"multi_trial",60,"49",1,100,"R",1
"1150","16",219,"multi_trial",60,"50",0,100,"L",0
"1151","16",99,"multi_trial",60,"51",1,100,"R",1
"1152","16",251,"multi_trial",60,"52",1,100,"R",1
"1153","16",252,"multi_trial",60,"53",1,100,"R",1
"1154","16",308,"multi_trial",60,"54",1,100,"R",1
"1155","16",411,"multi_trial",60,"55",1,100,"R",1
"1156","16",211,"multi_trial",60,"56",1,100,"R",1
"1157","16",208,"multi_trial",60,"57",0,100,"R",1
"1158","16",136,"multi_trial",60,"58",0,100,"R",1
"1159","16",171,"multi_trial",60,"59",1,100,"L",0
"1160","16",251,"multi_trial",60,"60",0,100,"L",0
"1161","16",228,"multi_trial",60,"61",1,100,"R",1
"1162","16",164,"multi_trial",60,"62",1,100,"R",1
"1163","16",75,"multi_trial",60,"63",1,100,"R",1
"1164","16",2,"multi_trial",60,"64",0,100,"R",1
"1165","16",178,"multi_trial",60,"65",1,100,"L",0
"1166","16",181,"multi_trial",60,"66",1,100,"L",0
"1167","16",260,"multi_trial",60,"67",0,100,"L",0
"1168","16",188,"multi_trial",60,"68",1,100,"R",1
"1169","16",240,"multi_trial",60,"69",1,100,"R",1
"1170","16",247,"multi_trial",60,"70",1,100,"R",1
"1171","16",387,"multi_trial",60,"71",0,100,"R",1
"1172","16",348,"multi_trial",60,"72",1,100,"R",1
"1173","16",21,"multi_trial",60,"73",0,100,"R",1
"1174","16",403,"multi_trial",60,"74",1,100,"L",0
"1175","16",250,"multi_trial",60,"75",1,100,"L",0
"1176","16",396,"multi_trial",60,"76",0,100,"L",0
"1177","16",84,"multi_trial",60,"77",1,100,"R",1
"1178","16",180,"multi_trial",60,"78",1,100,"R",1
"1179","16",178,"multi_trial",60,"79",0,100,"R",1
"1180","16",246,"multi_trial",60,"80",1,100,"L",0
"1181","16",59,"multi_trial",60,"81",0,100,"L",0
"1182","16",100,"multi_trial",60,"82",1,100,"R",1
"1183","16",124,"multi_trial",60,"83",0,100,"R",1
"1184","16",302,"multi_trial",60,"84",1,100,"L",0
"1185","16",128,"multi_trial",60,"85",0,100,"L",0
"1186","16",293,"multi_trial",60,"86",1,100,"L",0
"1187","16",194,"multi_trial",60,"87",1,100,"L",0
"1188","16",267,"multi_trial",60,"88",0,100,"L",0
"1189","16",276,"multi_trial",60,"89",1,100,"R",1
"1190","16",116,"multi_trial",60,"90",1,100,"R",1
"1191","16",180,"multi_trial",60,"91",1,100,"R",1
"1192","16",129,"multi_trial",60,"92",1,100,"R",1
"1193","16",228,"multi_trial",60,"93",0,100,"R",1
"1194","16",141,"multi_trial",60,"94",0,100,"L",0
"1195","16",406,"multi_trial",60,"95",0,100,"R",1
"1196","16",107,"multi_trial",60,"96",0,100,"R",1
"1197","16",106,"multi_trial",60,"97",1,100,"R",1
"1198","16",451,"multi_trial",60,"98",1,100,"R",1
"1199","16",436,"multi_trial",60,"99",0,100,"R",1
"1200","16",474,"multi_trial",60,"100",1,100,"L",0
"1201","17",1756,"multi_trial",60,"1",0,100,"L",0
"1202","17",615,"multi_trial",60,"2",1,100,"R",1
"1203","17",521,"multi_trial",60,"3",1,100,"R",1
"1204","17",467,"multi_trial",60,"4",0,100,"L",0
"1205","17",341,"multi_trial",60,"5",1,100,"R",1
"1206","17",576,"multi_trial",60,"6",1,100,"R",1
"1207","17",389,"multi_trial",60,"7",1,100,"R",1
"1208","17",441,"multi_trial",60,"8",1,100,"R",1
"1209","17",326,"multi_trial",60,"9",0,100,"R",1
"1210","17",521,"multi_trial",60,"10",1,100,"R",1
"1211","17",446,"multi_trial",60,"11",0,100,"R",1
"1212","17",420,"multi_trial",60,"12",0,100,"R",1
"1213","17",367,"multi_trial",60,"13",1,100,"R",1
"1214","17",525,"multi_trial",60,"14",1,100,"R",1
"1215","17",397,"multi_trial",60,"15",1,100,"R",1
"1216","17",385,"multi_trial",60,"16",0,100,"R",1
"1217","17",370,"multi_trial",60,"17",1,100,"L",0
"1218","17",367,"multi_trial",60,"18",0,100,"L",0
"1219","17",285,"multi_trial",60,"19",0,100,"L",0
"1220","17",356,"multi_trial",60,"20",1,100,"R",1
"1221","17",396,"multi_trial",60,"21",0,100,"R",1
"1222","17",332,"multi_trial",60,"22",1,100,"R",1
"1223","17",336,"multi_trial",60,"23",1,100,"R",1
"1224","17",346,"multi_trial",60,"24",1,100,"R",1
"1225","17",341,"multi_trial",60,"25",0,100,"R",1
"1226","17",392,"multi_trial",60,"26",1,100,"R",1
"1227","17",355,"multi_trial",60,"27",0,100,"R",1
"1228","17",545,"multi_trial",60,"28",1,100,"R",1
"1229","17",400,"multi_trial",60,"29",0,100,"R",1
"1230","17",325,"multi_trial",60,"30",0,100,"R",1
"1231","17",61,"multi_trial",60,"31",0,100,"R",1
"1232","17",125,"multi_trial",60,"32",1,100,"R",1
"1233","17",95,"multi_trial",60,"33",1,100,"R",1
"1234","17",46,"multi_trial",60,"34",1,100,"R",1
"1235","17",181,"multi_trial",60,"35",1,100,"R",1
"1236","17",165,"multi_trial",60,"36",1,100,"R",1
"1237","17",181,"multi_trial",60,"37",0,100,"R",1
"1238","17",106,"multi_trial",60,"38",1,100,"R",1
"1239","17",176,"multi_trial",60,"39",0,100,"R",1
"1240","17",732,"multi_trial",60,"40",0,100,"L",0
"1241","17",189,"multi_trial",60,"41",0,100,"L",0
"1242","17",240,"multi_trial",60,"42",1,100,"L",0
"1243","17",140,"multi_trial",60,"43",1,100,"L",0
"1244","17",179,"multi_trial",60,"44",0,100,"L",0
"1245","17",11,"multi_trial",60,"45",1,100,"R",1
"1246","17",66,"multi_trial",60,"46",0,100,"R",1
"1247","17",857,"multi_trial",60,"47",0,100,"R",1
"1248","17",481,"multi_trial",60,"48",1,100,"R",1
"1249","17",225,"multi_trial",60,"49",1,100,"R",1
"1250","17",501,"multi_trial",60,"50",1,100,"R",1
"1251","17",467,"multi_trial",60,"51",1,100,"R",1
"1252","17",356,"multi_trial",60,"52",0,100,"R",1
"1253","17",499,"multi_trial",60,"53",1,100,"R",1
"1254","17",244,"multi_trial",60,"54",1,100,"L",0
"1255","17",706,"multi_trial",60,"55",1,100,"L",0
"1256","17",535,"multi_trial",60,"56",1,100,"R",1
"1257","17",592,"multi_trial",60,"57",0,100,"R",1
"1258","17",412,"multi_trial",60,"58",0,100,"R",1
"1259","17",436,"multi_trial",60,"59",1,100,"R",1
"1260","17",522,"multi_trial",60,"60",0,100,"R",1
"1261","17",552,"multi_trial",60,"61",1,100,"R",1
"1262","17",561,"multi_trial",60,"62",0,100,"L",0
"1263","17",401,"multi_trial",60,"63",1,100,"R",1
"1264","17",561,"multi_trial",60,"64",1,100,"R",1
"1265","17",450,"multi_trial",60,"65",1,100,"R",1
"1266","17",537,"multi_trial",60,"66",1,100,"L",0
"1267","17",662,"multi_trial",60,"67",0,100,"L",0
"1268","17",346,"multi_trial",60,"68",1,100,"R",1
"1269","17",603,"multi_trial",60,"69",1,100,"R",1
"1270","17",472,"multi_trial",60,"70",1,100,"R",1
"1271","17",647,"multi_trial",60,"71",1,100,"L",0
"1272","17",461,"multi_trial",60,"72",0,100,"R",1
"1273","17",415,"multi_trial",60,"73",1,100,"R",1
"1274","17",511,"multi_trial",60,"74",0,100,"R",1
"1275","17",432,"multi_trial",60,"75",0,100,"R",1
"1276","17",401,"multi_trial",60,"76",1,100,"R",1
"1277","17",467,"multi_trial",60,"77",0,100,"R",1
"1278","17",411,"multi_trial",60,"78",1,100,"R",1
"1279","17",482,"multi_trial",60,"79",0,100,"R",1
"1280","17",386,"multi_trial",60,"80",1,100,"R",1
"1281","17",502,"multi_trial",60,"81",1,100,"L",0
"1282","17",492,"multi_trial",60,"82",1,100,"R",1
"1283","17",592,"multi_trial",60,"83",1,100,"L",0
"1284","17",385,"multi_trial",60,"84",1,100,"R",1
"1285","17",461,"multi_trial",60,"85",0,100,"L",0
"1286","17",476,"multi_trial",60,"86",1,100,"L",0
"1287","17",452,"multi_trial",60,"87",1,100,"L",0
"1288","17",411,"multi_trial",60,"88",1,100,"R",1
"1289","17",652,"multi_trial",60,"89",0,100,"R",1
"1290","17",472,"multi_trial",60,"90",1,100,"L",0
"1291","17",646,"multi_trial",60,"91",0,100,"R",1
"1292","17",461,"multi_trial",60,"92",1,100,"R",1
"1293","17",632,"multi_trial",60,"93",1,100,"R",1
"1294","17",596,"multi_trial",60,"94",0,100,"L",0
"1295","17",421,"multi_trial",60,"95",0,100,"R",1
"1296","17",506,"multi_trial",60,"96",0,100,"L",0
"1297","17",427,"multi_trial",60,"97",1,100,"L",0
"1298","17",506,"multi_trial",60,"98",1,100,"L",0
"1299","17",372,"multi_trial",60,"99",1,100,"R",1
"1300","17",536,"multi_trial",60,"100",1,100,"R",1
"1301","18",2252,"multi_trial",80,"1",1,100,"R",1
"1302","18",136,"multi_trial",80,"2",1,100,"R",1
"1303","18",1164,"multi_trial",80,"3",1,100,"R",1
"1304","18",821,"multi_trial",80,"4",1,100,"R",1
"1305","18",461,"multi_trial",80,"5",0,100,"L",0
"1306","18",627,"multi_trial",80,"6",1,100,"R",1
"1307","18",279,"multi_trial",80,"7",0,100,"L",0
"1308","18",660,"multi_trial",80,"8",0,100,"R",1
"1309","18",925,"multi_trial",80,"9",0,100,"R",1
"1310","18",823,"multi_trial",80,"10",0,100,"R",1
"1311","18",780,"multi_trial",80,"11",0,100,"L",0
"1312","18",668,"multi_trial",80,"12",1,100,"R",1
"1313","18",588,"multi_trial",80,"13",1,100,"R",1
"1314","18",712,"multi_trial",80,"14",0,100,"R",1
"1315","18",1295,"multi_trial",80,"15",1,100,"R",1
"1316","18",795,"multi_trial",80,"16",1,100,"R",1
"1317","18",862,"multi_trial",80,"17",1,100,"R",1
"1318","18",873,"multi_trial",80,"18",0,100,"L",0
"1319","18",757,"multi_trial",80,"19",1,100,"R",1
"1320","18",560,"multi_trial",80,"20",1,100,"R",1
"1321","18",568,"multi_trial",80,"21",1,100,"R",1
"1322","18",698,"multi_trial",80,"22",1,100,"R",1
"1323","18",543,"multi_trial",80,"23",0,100,"R",1
"1324","18",1744,"multi_trial",80,"24",0,100,"L",0
"1325","18",641,"multi_trial",80,"25",1,100,"R",1
"1326","18",529,"multi_trial",80,"26",0,100,"R",1
"1327","18",1000,"multi_trial",80,"27",1,100,"R",1
"1328","18",618,"multi_trial",80,"28",1,100,"R",1
"1329","18",430,"multi_trial",80,"29",1,100,"R",1
"1330","18",376,"multi_trial",80,"30",1,100,"R",1
"1331","18",385,"multi_trial",80,"31",1,100,"R",1
"1332","18",387,"multi_trial",80,"32",1,100,"R",1
"1333","18",442,"multi_trial",80,"33",1,100,"R",1
"1334","18",528,"multi_trial",80,"34",1,100,"R",1
"1335","18",594,"multi_trial",80,"35",1,100,"R",1
"1336","18",559,"multi_trial",80,"36",0,100,"L",0
"1337","18",483,"multi_trial",80,"37",0,100,"L",0
"1338","18",689,"multi_trial",80,"38",0,100,"L",0
"1339","18",586,"multi_trial",80,"39",1,100,"R",1
"1340","18",531,"multi_trial",80,"40",1,100,"R",1
"1341","18",468,"multi_trial",80,"41",1,100,"R",1
"1342","18",399,"multi_trial",80,"42",1,100,"R",1
"1343","18",395,"multi_trial",80,"43",1,100,"R",1
"1344","18",394,"multi_trial",80,"44",1,100,"R",1
"1345","18",403,"multi_trial",80,"45",1,100,"R",1
"1346","18",381,"multi_trial",80,"46",1,100,"R",1
"1347","18",513,"multi_trial",80,"47",0,100,"R",1
"1348","18",493,"multi_trial",80,"48",0,100,"R",1
"1349","18",486,"multi_trial",80,"49",0,100,"L",0
"1350","18",539,"multi_trial",80,"50",1,100,"R",1
"1351","18",470,"multi_trial",80,"51",1,100,"R",1
"1352","18",416,"multi_trial",80,"52",0,100,"R",1
"1353","18",536,"multi_trial",80,"53",1,100,"R",1
"1354","18",778,"multi_trial",80,"54",1,100,"R",1
"1355","18",500,"multi_trial",80,"55",1,100,"R",1
"1356","18",461,"multi_trial",80,"56",1,100,"R",1
"1357","18",462,"multi_trial",80,"57",0,100,"R",1
"1358","18",441,"multi_trial",80,"58",1,100,"R",1
"1359","18",503,"multi_trial",80,"59",1,100,"R",1
"1360","18",445,"multi_trial",80,"60",1,100,"R",1
"1361","18",410,"multi_trial",80,"61",1,100,"R",1
"1362","18",419,"multi_trial",80,"62",1,100,"R",1
"1363","18",403,"multi_trial",80,"63",0,100,"R",1
"1364","18",478,"multi_trial",80,"64",1,100,"R",1
"1365","18",454,"multi_trial",80,"65",1,100,"R",1
"1366","18",473,"multi_trial",80,"66",0,100,"R",1
"1367","18",503,"multi_trial",80,"67",1,100,"R",1
"1368","18",645,"multi_trial",80,"68",1,100,"R",1
"1369","18",494,"multi_trial",80,"69",1,100,"R",1
"1370","18",996,"multi_trial",80,"70",1,100,"R",1
"1371","18",523,"multi_trial",80,"71",1,100,"R",1
"1372","18",655,"multi_trial",80,"72",0,100,"R",1
"1373","18",1168,"multi_trial",80,"73",1,100,"R",1
"1374","18",365,"multi_trial",80,"74",0,100,"R",1
"1375","18",537,"multi_trial",80,"75",0,100,"R",1
"1376","18",463,"multi_trial",80,"76",0,100,"R",1
"1377","18",419,"multi_trial",80,"77",1,100,"R",1
"1378","18",542,"multi_trial",80,"78",0,100,"L",0
"1379","18",478,"multi_trial",80,"79",1,100,"R",1
"1380","18",485,"multi_trial",80,"80",0,100,"L",0
"1381","18",462,"multi_trial",80,"81",1,100,"R",1
"1382","18",462,"multi_trial",80,"82",1,100,"R",1
"1383","18",469,"multi_trial",80,"83",1,100,"R",1
"1384","18",459,"multi_trial",80,"84",1,100,"R",1
"1385","18",399,"multi_trial",80,"85",1,100,"R",1
"1386","18",469,"multi_trial",80,"86",1,100,"R",1
"1387","18",501,"multi_trial",80,"87",0,100,"L",0
"1388","18",423,"multi_trial",80,"88",1,100,"R",1
"1389","18",480,"multi_trial",80,"89",0,100,"R",1
"1390","18",450,"multi_trial",80,"90",1,100,"R",1
"1391","18",384,"multi_trial",80,"91",1,100,"R",1
"1392","18",384,"multi_trial",80,"92",0,100,"R",1
"1393","18",487,"multi_trial",80,"93",0,100,"R",1
"1394","18",374,"multi_trial",80,"94",1,100,"R",1
"1395","18",427,"multi_trial",80,"95",1,100,"R",1
"1396","18",478,"multi_trial",80,"96",0,100,"L",0
"1397","18",469,"multi_trial",80,"97",1,100,"R",1
"1398","18",508,"multi_trial",80,"98",1,100,"L",0
"1399","18",792,"multi_trial",80,"99",0,100,"L",0
"1400","18",507,"multi_trial",80,"100",1,100,"R",1
"1401","19",904,"multi_trial",80,"1",1,100,"R",1
"1402","19",712,"multi_trial",80,"2",1,100,"R",1
"1403","19",570,"multi_trial",80,"3",1,100,"R",1
"1404","19",475,"multi_trial",80,"4",1,100,"R",1
"1405","19",413,"multi_trial",80,"5",1,100,"R",1
"1406","19",637,"multi_trial",80,"6",0,100,"R",1
"1407","19",443,"multi_trial",80,"7",0,100,"L",0
"1408","19",465,"multi_trial",80,"8",0,100,"L",0
"1409","19",380,"multi_trial",80,"9",1,100,"R",1
"1410","19",384,"multi_trial",80,"10",0,100,"R",1
"1411","19",335,"multi_trial",80,"11",1,100,"R",1
"1412","19",384,"multi_trial",80,"12",1,100,"R",1
"1413","19",392,"multi_trial",80,"13",1,100,"R",1
"1414","19",382,"multi_trial",80,"14",1,100,"R",1
"1415","19",335,"multi_trial",80,"15",1,100,"R",1
"1416","19",382,"multi_trial",80,"16",0,100,"R",1
"1417","19",377,"multi_trial",80,"17",1,100,"R",1
"1418","19",377,"multi_trial",80,"18",1,100,"L",0
"1419","19",334,"multi_trial",80,"19",0,100,"L",0
"1420","19",333,"multi_trial",80,"20",1,100,"R",1
"1421","19",224,"multi_trial",80,"21",1,100,"R",1
"1422","19",348,"multi_trial",80,"22",1,100,"R",1
"1423","19",339,"multi_trial",80,"23",1,100,"R",1
"1424","19",330,"multi_trial",80,"24",1,100,"R",1
"1425","19",360,"multi_trial",80,"25",0,100,"R",1
"1426","19",347,"multi_trial",80,"26",0,100,"L",0
"1427","19",357,"multi_trial",80,"27",0,100,"R",1
"1428","19",403,"multi_trial",80,"28",1,100,"R",1
"1429","19",360,"multi_trial",80,"29",1,100,"R",1
"1430","19",353,"multi_trial",80,"30",1,100,"R",1
"1431","19",352,"multi_trial",80,"31",1,100,"R",1
"1432","19",415,"multi_trial",80,"32",1,100,"R",1
"1433","19",435,"multi_trial",80,"33",1,100,"R",1
"1434","19",349,"multi_trial",80,"34",0,100,"R",1
"1435","19",402,"multi_trial",80,"35",1,100,"R",1
"1436","19",335,"multi_trial",80,"36",0,100,"L",0
"1437","19",490,"multi_trial",80,"37",1,100,"R",1
"1438","19",330,"multi_trial",80,"38",0,100,"R",1
"1439","19",353,"multi_trial",80,"39",1,100,"R",1
"1440","19",337,"multi_trial",80,"40",1,100,"R",1
"1441","19",362,"multi_trial",80,"41",1,100,"R",1
"1442","19",360,"multi_trial",80,"42",1,100,"R",1
"1443","19",276,"multi_trial",80,"43",1,100,"R",1
"1444","19",285,"multi_trial",80,"44",0,100,"R",1
"1445","19",379,"multi_trial",80,"45",0,100,"L",0
"1446","19",357,"multi_trial",80,"46",1,100,"R",1
"1447","19",216,"multi_trial",80,"47",1,100,"R",1
"1448","19",344,"multi_trial",80,"48",1,100,"R",1
"1449","19",277,"multi_trial",80,"49",1,100,"R",1
"1450","19",318,"multi_trial",80,"50",1,100,"R",1
"1451","19",271,"multi_trial",80,"51",1,100,"R",1
"1452","19",290,"multi_trial",80,"52",1,100,"R",1
"1453","19",102,"multi_trial",80,"53",0,100,"R",1
"1454","19",309,"multi_trial",80,"54",1,100,"R",1
"1455","19",292,"multi_trial",80,"55",0,100,"R",1
"1456","19",307,"multi_trial",80,"56",1,100,"R",1
"1457","19",335,"multi_trial",80,"57",1,100,"R",1
"1458","19",350,"multi_trial",80,"58",1,100,"R",1
"1459","19",349,"multi_trial",80,"59",1,100,"R",1
"1460","19",373,"multi_trial",80,"60",1,100,"R",1
"1461","19",303,"multi_trial",80,"61",1,100,"R",1
"1462","19",289,"multi_trial",80,"62",1,100,"R",1
"1463","19",206,"multi_trial",80,"63",1,100,"R",1
"1464","19",201,"multi_trial",80,"64",0,100,"R",1
"1465","19",346,"multi_trial",80,"65",0,100,"L",0
"1466","19",211,"multi_trial",80,"66",1,100,"R",1
"1467","19",161,"multi_trial",80,"67",1,100,"R",1
"1468","19",270,"multi_trial",80,"68",1,100,"R",1
"1469","19",329,"multi_trial",80,"69",1,100,"R",1
"1470","19",285,"multi_trial",80,"70",1,100,"R",1
"1471","19",259,"multi_trial",80,"71",1,100,"R",1
"1472","19",288,"multi_trial",80,"72",1,100,"R",1
"1473","19",117,"multi_trial",80,"73",1,100,"R",1
"1474","19",142,"multi_trial",80,"74",1,100,"R",1
"1475","19",134,"multi_trial",80,"75",0,100,"R",1
"1476","19",55,"multi_trial",80,"76",1,100,"R",1
"1477","19",189,"multi_trial",80,"77",1,100,"R",1
"1478","19",587,"multi_trial",80,"78",0,100,"R",1
"1479","19",205,"multi_trial",80,"79",1,100,"R",1
"1480","19",244,"multi_trial",80,"80",1,100,"R",1
"1481","19",144,"multi_trial",80,"81",1,100,"R",1
"1482","19",164,"multi_trial",80,"82",1,100,"R",1
"1483","19",172,"multi_trial",80,"83",0,100,"R",1
"1484","19",26,"multi_trial",80,"84",1,100,"R",1
"1485","19",233,"multi_trial",80,"85",1,100,"R",1
"1486","19",192,"multi_trial",80,"86",1,100,"R",1
"1487","19",100,"multi_trial",80,"87",1,100,"R",1
"1488","19",48,"multi_trial",80,"88",1,100,"R",1
"1489","19",145,"multi_trial",80,"89",1,100,"R",1
"1490","19",55,"multi_trial",80,"90",0,100,"R",1
"1491","19",6,"multi_trial",80,"91",0,100,"R",1
"1492","19",259,"multi_trial",80,"92",1,100,"R",1
"1493","19",143,"multi_trial",80,"93",0,100,"R",1
"1494","19",339,"multi_trial",80,"94",1,100,"R",1
"1495","19",369,"multi_trial",80,"95",0,100,"R",1
"1496","19",370,"multi_trial",80,"96",1,100,"R",1
"1497","19",356,"multi_trial",80,"97",0,100,"L",0
"1498","19",347,"multi_trial",80,"98",0,100,"L",0
"1499","19",377,"multi_trial",80,"99",1,100,"R",1
"1500","19",339,"multi_trial",80,"100",0,100,"R",1
"1501","20",2089,"multi_trial",80,"1",1,50,"R",1
"1502","20",635,"multi_trial",80,"2",1,50,"R",1
"1503","20",679,"multi_trial",80,"3",1,50,"R",1
"1504","20",554,"multi_trial",80,"4",1,50,"R",1
"1505","20",607,"multi_trial",80,"5",1,50,"R",1
"1506","20",517,"multi_trial",80,"6",1,50,"R",1
"1507","20",541,"multi_trial",80,"7",1,50,"R",1
"1508","20",419,"multi_trial",80,"8",1,50,"R",1
"1509","20",470,"multi_trial",80,"9",1,50,"R",1
"1510","20",481,"multi_trial",80,"10",1,50,"R",1
"1511","20",414,"multi_trial",80,"11",1,50,"R",1
"1512","20",432,"multi_trial",80,"12",1,50,"R",1
"1513","20",411,"multi_trial",80,"13",0,50,"R",1
"1514","20",587,"multi_trial",80,"14",0,50,"L",0
"1515","20",480,"multi_trial",80,"15",1,50,"R",1
"1516","20",528,"multi_trial",80,"16",1,50,"R",1
"1517","20",496,"multi_trial",80,"17",0,50,"R",1
"1518","20",881,"multi_trial",80,"18",1,50,"R",1
"1519","20",1766,"multi_trial",80,"19",1,50,"R",1
"1520","20",444,"multi_trial",80,"20",0,50,"R",1
"1521","20",551,"multi_trial",80,"21",1,50,"R",1
"1522","20",544,"multi_trial",80,"22",1,50,"R",1
"1523","20",574,"multi_trial",80,"23",0,50,"R",1
"1524","20",437,"multi_trial",80,"24",0,50,"R",1
"1525","20",1089,"multi_trial",80,"25",0,50,"L",0
"1526","20",449,"multi_trial",80,"26",1,50,"R",1
"1527","20",487,"multi_trial",80,"27",1,50,"R",1
"1528","20",416,"multi_trial",80,"28",1,50,"R",1
"1529","20",371,"multi_trial",80,"29",1,50,"R",1
"1530","20",425,"multi_trial",80,"30",1,50,"R",1
"1531","20",454,"multi_trial",80,"31",1,50,"R",1
"1532","20",443,"multi_trial",80,"32",1,50,"R",1
"1533","20",423,"multi_trial",80,"33",1,50,"R",1
"1534","20",438,"multi_trial",80,"34",1,50,"R",1
"1535","20",580,"multi_trial",80,"35",1,50,"R",1
"1536","20",494,"multi_trial",80,"36",1,50,"R",1
"1537","20",429,"multi_trial",80,"37",0,50,"R",1
"1538","20",452,"multi_trial",80,"38",0,50,"R",1
"1539","20",514,"multi_trial",80,"39",1,50,"R",1
"1540","20",468,"multi_trial",80,"40",0,50,"R",1
"1541","20",611,"multi_trial",80,"41",1,50,"R",1
"1542","20",491,"multi_trial",80,"42",0,50,"L",0
